Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills
21,Female,Tier 2,Electronics,5.47,148,0,4,3,47
18,Female,Tier 3,AI/ML,7.66,367,0,7,12,95
21,Other,Tier 1,Mechanical,8.94,396,2,8,2,40
18,Male,Tier 2,Information Technology,7.72,312,2,0,10,88
22,Other,Tier 2,Mechanical,8.25,100,2,4,3,50
19,Male,Tier 2,Civil,10.0,341,1,2,12,91
25,Male,Tier 1,Mechanical,6.88,519,3,0,2,64
23,Female,Tier 2,AI/ML,7.62,375,2,10,9,45
22,Other,Tier 3,Data Science,7.64,366,1,3,4,49
23,Female,Tier 2,Computer Science,7.87,86,1,5,8,69
19,Female,Tier 3,Data Science,6.91,239,0,8,11,44
21,Other,Tier 2,AI/ML,7.78,325,4,6,2,61
21,Male,Tier 3,Computer Science,7.9,313,2,9,8,47
20,Female,Tier 3,Computer Science,8.3,178,2,10,10,89
20,Other,Tier 3,Information Technology,8.26,342,3,2,11,49
21,Male,Tier 3,Electronics,7.46,194,1,10,5,98
24,Male,Tier 3,Computer Science,6.17,47,1,8,1,40
24,Other,Tier 2,Mechanical,8.73,169,1,6,9,53
23,Female,Tier 1,Data Science,7.04,167,2,2,1,44
20,Other,Tier 3,Data Science,8.65,196,1,9,7,79
24,Female,Tier 2,Mechanical,6.24,106,2,9,8,94
18,Male,Tier 3,Information Technology,6.44,215,1,9,8,84
19,Male,Tier 2,Information Technology,5.35,110,2,10,2,83
25,Female,Tier 2,Mechanical,5.75,111,2,5,7,62
22,Male,Tier 3,Civil,6.48,276,0,0,11,58
19,Female,Tier 2,Civil,8.54,55,1,4,1,87
23,Male,Tier 2,Information Technology,8.02,480,0,2,9,95
25,Female,Tier 3,AI/ML,7.47,332,2,10,3,53
25,Female,Tier 2,Mechanical,8.25,425,2,8,4,64
18,Female,Tier 3,Mechanical,7.71,335,1,5,9,83
22,Female,Tier 2,Data Science,7.76,97,0,10,10,65
20,Female,Tier 2,Information Technology,6.83,230,0,1,1,66
22,Female,Tier 1,Computer Science,8.95,457,2,0,10,82
24,Other,Tier 3,Information Technology,7.46,294,2,2,2,84
25,Female,Tier 3,Information Technology,6.28,125,3,5,5,50
18,Female,Tier 3,Electronics,8.69,162,0,1,8,99
24,Male,Tier 3,Computer Science,7.28,361,3,4,2,42
18,Female,Tier 1,Information Technology,8.09,135,0,0,11,64
25,Female,Tier 2,Data Science,8.27,604,2,1,9,54
23,Other,Tier 2,Computer Science,7.92,215,2,10,2,63
20,Other,Tier 1,Mechanical,6.59,507,2,4,12,64
21,Male,Tier 1,Computer Science,8.06,191,2,9,4,71
18,Male,Tier 2,Electronics,7.19,146,2,0,7,47
19,Male,Tier 3,Mechanical,8.01,208,2,7,10,42
22,Male,Tier 2,AI/ML,7.77,395,3,1,2,47
24,Female,Tier 1,Information Technology,6.37,692,2,2,6,93
19,Female,Tier 1,Mechanical,7.68,332,0,5,9,50
24,Male,Tier 1,Mechanical,7.53,262,0,0,3,99
21,Male,Tier 3,Civil,7.38,697,1,3,3,79
23,Female,Tier 1,AI/ML,7.68,313,0,8,2,79
22,Male,Tier 1,Data Science,7.67,111,0,7,8,51
24,Female,Tier 2,Data Science,6.9,396,3,7,1,46
25,Other,Tier 1,AI/ML,6.49,61,2,9,10,60
23,Male,Tier 1,Information Technology,7.63,43,1,3,7,97
24,Male,Tier 2,Civil,5.61,0,1,6,6,48
20,Male,Tier 3,Computer Science,7.73,0,1,1,8,69
20,Other,Tier 3,Data Science,6.19,262,0,6,9,71
21,Male,Tier 2,Civil,6.79,100,0,9,3,98
18,Female,Tier 2,Mechanical,7.24,32,3,1,8,71
21,Male,Tier 2,AI/ML,6.09,469,2,1,1,70
25,Female,Tier 3,Data Science,7.57,308,2,2,6,80
18,Female,Tier 2,Electronics,6.57,52,2,9,9,76
23,Male,Tier 1,Electronics,8.44,181,1,0,6,63
20,Female,Tier 2,Computer Science,4.95,158,2,9,12,53
22,Male,Tier 1,Electronics,5.32,342,1,8,9,93
23,Other,Tier 3,Data Science,7.02,159,4,1,4,97
19,Male,Tier 1,Computer Science,7.85,79,2,7,3,95
25,Female,Tier 2,Information Technology,7.87,139,2,4,4,44
23,Female,Tier 3,Information Technology,7.9,368,1,8,8,69
21,Female,Tier 2,Electronics,6.34,460,2,0,3,62
20,Male,Tier 3,Information Technology,7.5,319,3,2,3,55
22,Female,Tier 1,Civil,8.27,278,2,10,6,62
19,Male,Tier 2,Mechanical,9.01,217,2,7,6,49
25,Female,Tier 3,Data Science,6.42,194,4,9,11,49
19,Female,Tier 1,Civil,6.29,477,3,7,6,45
22,Male,Tier 1,Civil,8.05,86,3,10,11,45
18,Other,Tier 2,AI/ML,6.02,115,2,6,6,64
25,Other,Tier 1,Information Technology,5.83,377,3,6,8,58
20,Male,Tier 2,Data Science,6.5,337,1,5,2,99
24,Male,Tier 3,Information Technology,5.24,302,2,2,4,51
22,Female,Tier 3,Mechanical,7.88,204,0,0,3,56
25,Other,Tier 3,Computer Science,7.52,320,0,4,8,44
25,Other,Tier 3,Electronics,6.18,213,1,9,1,94
25,Other,Tier 1,AI/ML,8.63,412,0,5,7,80
21,Other,Tier 1,Computer Science,7.59,413,2,2,9,60
20,Male,Tier 1,Electronics,8.25,271,1,7,7,61
21,Other,Tier 3,Data Science,6.38,479,4,8,12,75
18,Female,Tier 2,Information Technology,5.1,343,1,7,10,73
21,Male,Tier 3,AI/ML,9.15,174,2,4,3,53
25,Female,Tier 1,Computer Science,7.2,401,0,10,9,77
22,Other,Tier 1,Computer Science,8.43,502,2,9,4,77
22,Other,Tier 2,AI/ML,6.67,199,3,9,4,72
21,Female,Tier 1,Data Science,7.61,319,1,1,4,98
19,Male,Tier 3,Mechanical,6.9,286,1,8,4,66
25,Female,Tier 3,Civil,8.96,485,2,1,6,71
25,Male,Tier 3,Electronics,6.75,279,4,6,4,94
19,Female,Tier 2,Information Technology,7.83,129,2,1,3,65
23,Male,Tier 3,Mechanical,8.02,244,0,6,12,71
25,Other,Tier 2,Data Science,6.99,138,1,1,5,71
19,Female,Tier 3,AI/ML,6.92,211,1,10,6,49
25,Male,Tier 2,Mechanical,8.07,152,1,4,9,61
23,Female,Tier 2,Computer Science,6.85,134,0,8,11,95
24,Female,Tier 3,Civil,7.8,166,2,10,9,83
24,Female,Tier 2,Mechanical,6.35,335,2,5,5,60
23,Other,Tier 3,Data Science,7.38,653,3,5,7,46
21,Male,Tier 2,Electronics,5.42,237,2,1,5,47
25,Other,Tier 3,Civil,7.08,154,1,6,5,41
23,Other,Tier 1,Mechanical,8.01,322,0,10,4,61
23,Female,Tier 2,Information Technology,6.92,376,3,1,9,53
21,Other,Tier 3,Computer Science,8.9,437,2,9,2,77
24,Male,Tier 2,Computer Science,5.5,111,2,4,9,91
24,Female,Tier 3,Mechanical,6.9,535,2,8,3,96
25,Female,Tier 3,Civil,7.5,22,3,6,10,86
21,Male,Tier 3,Data Science,6.1,161,1,6,7,60
20,Female,Tier 3,AI/ML,6.65,375,1,1,3,52
24,Other,Tier 3,AI/ML,6.69,142,0,2,1,56
18,Male,Tier 3,Computer Science,6.67,322,1,4,2,97
21,Male,Tier 3,Civil,6.89,124,3,8,11,93
23,Female,Tier 3,Information Technology,6.56,318,1,3,7,53
24,Female,Tier 3,Computer Science,6.29,109,1,5,12,100
22,Male,Tier 2,Information Technology,4.96,0,1,4,1,81
22,Other,Tier 3,Electronics,6.7,171,3,10,2,74
22,Male,Tier 3,Data Science,7.34,0,0,3,3,98
25,Female,Tier 3,Data Science,10.0,0,1,6,2,92
23,Female,Tier 3,Data Science,7.15,186,0,10,3,80
23,Other,Tier 1,AI/ML,7.95,187,0,10,3,94
22,Male,Tier 3,Data Science,6.66,303,1,4,4,45
18,Male,Tier 3,Information Technology,9.05,223,2,3,2,69
22,Male,Tier 1,Electronics,6.48,361,0,9,2,40
21,Female,Tier 2,Mechanical,7.45,232,1,6,4,78
20,Male,Tier 2,Electronics,8.07,181,0,7,4,63
24,Other,Tier 2,Mechanical,8.67,159,2,9,5,44
25,Female,Tier 3,Information Technology,8.2,180,4,9,12,87
22,Female,Tier 3,AI/ML,6.05,262,4,8,1,77
25,Male,Tier 1,Information Technology,8.41,366,1,2,5,47
23,Female,Tier 2,Electronics,8.95,389,2,4,9,60
25,Male,Tier 1,Computer Science,6.38,158,0,0,8,56
25,Female,Tier 3,Civil,6.94,302,1,7,2,94
20,Male,Tier 3,Data Science,5.29,239,1,10,10,53
21,Female,Tier 3,Electronics,7.31,439,0,10,11,47
20,Male,Tier 1,Data Science,7.46,440,2,7,8,80
23,Other,Tier 3,Data Science,6.24,231,2,3,1,91
19,Female,Tier 2,AI/ML,8.72,340,4,6,2,41
19,Female,Tier 2,Mechanical,7.28,288,2,4,11,78
25,Female,Tier 3,Mechanical,5.29,120,1,9,7,45
19,Male,Tier 2,Mechanical,5.86,322,2,10,11,85
25,Female,Tier 1,Data Science,7.11,448,1,2,3,83
19,Male,Tier 2,Civil,8.24,22,1,1,8,82
18,Male,Tier 3,Mechanical,8.4,180,0,2,7,42
25,Other,Tier 3,Electronics,6.81,278,4,2,4,51
18,Female,Tier 1,AI/ML,4.71,151,2,7,12,65
22,Male,Tier 1,Computer Science,7.65,198,0,0,12,52
24,Other,Tier 3,Civil,7.81,273,0,4,8,49
25,Female,Tier 2,Data Science,5.15,423,1,3,4,58
24,Female,Tier 3,Civil,5.83,143,2,4,1,71
21,Other,Tier 1,Computer Science,6.34,166,1,5,9,44
25,Other,Tier 2,AI/ML,7.52,200,1,3,8,62
25,Male,Tier 3,Information Technology,7.52,513,2,6,11,81
19,Other,Tier 2,AI/ML,5.93,505,0,9,8,46
18,Female,Tier 3,Electronics,9.02,366,2,2,9,42
19,Other,Tier 2,Electronics,8.4,271,4,5,1,89
18,Female,Tier 3,Data Science,7.51,241,2,1,10,79
19,Male,Tier 3,AI/ML,5.38,363,2,7,9,71
19,Male,Tier 2,Mechanical,8.48,406,2,0,4,93
22,Female,Tier 3,Mechanical,6.49,378,1,10,4,49
25,Other,Tier 3,Electronics,7.56,56,3,7,3,89
24,Male,Tier 2,Mechanical,6.04,207,2,10,11,49
23,Female,Tier 1,Electronics,7.45,220,3,9,3,84
23,Other,Tier 2,AI/ML,6.72,158,3,1,1,74
21,Male,Tier 2,Electronics,7.94,0,1,10,3,41
24,Other,Tier 1,Computer Science,7.11,244,3,4,11,72
18,Female,Tier 2,AI/ML,7.64,392,3,9,10,85
24,Other,Tier 3,Computer Science,8.05,0,1,9,4,92
24,Male,Tier 1,Mechanical,7.67,143,3,7,4,68
22,Other,Tier 2,Mechanical,8.04,194,4,7,12,66
20,Other,Tier 2,Civil,5.57,64,0,3,8,70
19,Male,Tier 2,Electronics,6.59,318,0,2,2,63
20,Male,Tier 3,Mechanical,5.45,191,0,4,5,53
19,Male,Tier 2,Civil,6.25,341,1,7,6,90
25,Female,Tier 3,AI/ML,6.45,29,3,5,2,91
25,Other,Tier 2,Computer Science,8.18,328,3,0,10,80
18,Other,Tier 2,Data Science,8.53,70,1,0,2,82
19,Other,Tier 3,Mechanical,6.79,356,2,7,1,61
24,Female,Tier 1,Computer Science,5.32,356,1,4,3,51
18,Other,Tier 3,AI/ML,7.39,313,0,0,5,64
24,Male,Tier 1,AI/ML,6.52,134,2,9,4,71
23,Female,Tier 3,Computer Science,8.38,73,1,6,11,54
21,Other,Tier 3,AI/ML,8.98,1,1,6,8,45
21,Other,Tier 3,Civil,6.15,363,1,0,8,93
22,Other,Tier 2,Electronics,6.21,122,3,3,10,93
22,Male,Tier 2,Computer Science,6.78,0,3,8,5,96
23,Other,Tier 2,Data Science,7.39,401,2,4,4,82
18,Other,Tier 1,Computer Science,7.21,680,2,0,1,83
19,Other,Tier 3,Civil,7.97,316,0,10,8,83
20,Other,Tier 3,Computer Science,7.8,294,1,3,8,40
22,Other,Tier 2,Mechanical,7.35,117,4,0,5,71
25,Male,Tier 3,Information Technology,6.96,256,2,10,11,78
20,Female,Tier 3,Data Science,9.14,118,0,8,12,90
25,Male,Tier 3,Information Technology,6.98,119,2,10,1,94
25,Female,Tier 2,Computer Science,8.56,425,3,3,1,57
21,Female,Tier 1,Civil,6.34,254,3,3,12,67
19,Other,Tier 3,Computer Science,8.7,200,1,0,10,91
23,Male,Tier 3,Civil,8.62,0,2,1,10,79
18,Male,Tier 2,Data Science,6.12,501,2,2,1,98
19,Male,Tier 3,Civil,7.54,109,0,6,7,46
24,Female,Tier 3,Civil,8.26,329,2,5,11,100
19,Male,Tier 1,Information Technology,6.02,317,0,3,10,48
20,Male,Tier 1,Computer Science,7.62,241,0,4,10,67
20,Female,Tier 2,Electronics,7.4,114,1,0,9,77
24,Female,Tier 1,AI/ML,7.68,249,2,3,2,61
23,Other,Tier 2,Electronics,8.11,18,0,7,1,71
21,Female,Tier 3,Data Science,5.86,45,1,6,4,65
18,Other,Tier 1,Electronics,7.91,213,1,10,10,98
20,Male,Tier 3,Information Technology,8.83,207,0,8,4,51
20,Female,Tier 3,Computer Science,6.68,198,1,3,5,69
19,Male,Tier 1,AI/ML,7.03,261,2,3,9,64
18,Other,Tier 3,Data Science,6.05,0,1,2,6,55
21,Other,Tier 1,Mechanical,9.15,171,2,9,2,50
20,Female,Tier 3,Civil,7.12,70,2,7,8,57
21,Female,Tier 2,Mechanical,6.18,208,3,9,3,99
22,Female,Tier 2,AI/ML,9.37,428,2,7,9,79
23,Female,Tier 2,Mechanical,6.64,127,0,7,4,56
19,Female,Tier 3,Computer Science,5.62,129,0,5,1,74
22,Male,Tier 3,AI/ML,5.81,325,4,8,5,40
25,Other,Tier 2,Data Science,7.69,335,4,6,4,54
25,Female,Tier 3,Electronics,4.67,352,3,6,12,66
20,Other,Tier 3,Electronics,6.53,189,3,0,8,91
22,Female,Tier 3,Civil,7.05,376,2,2,3,100
24,Male,Tier 2,Electronics,6.59,238,2,7,11,97
18,Other,Tier 3,Computer Science,8.26,287,0,1,7,58
18,Female,Tier 2,AI/ML,7.67,451,1,6,7,50
24,Male,Tier 1,AI/ML,8.09,336,1,10,8,50
18,Male,Tier 2,Data Science,7.35,157,1,3,9,61
22,Other,Tier 3,Mechanical,6.06,233,1,4,7,79
25,Female,Tier 3,AI/ML,6.72,61,2,1,7,84
19,Other,Tier 3,AI/ML,9.25,413,3,6,9,47
24,Female,Tier 1,AI/ML,8.9,534,1,7,1,44
24,Male,Tier 1,Computer Science,5.86,188,2,2,6,82
25,Male,Tier 2,Electronics,7.11,237,3,2,1,78
20,Male,Tier 3,Computer Science,5.92,396,2,2,8,62
18,Other,Tier 3,Information Technology,6.9,0,2,10,2,64
24,Male,Tier 3,Electronics,6.68,479,3,3,2,41
19,Male,Tier 3,Computer Science,6.87,217,2,10,3,86
23,Other,Tier 3,Civil,9.14,372,0,8,7,100
23,Male,Tier 1,Information Technology,8.38,155,1,6,4,69
19,Male,Tier 2,Data Science,5.83,298,2,1,12,74
20,Female,Tier 1,Data Science,8.42,118,3,5,11,70
24,Other,Tier 3,AI/ML,7.68,130,1,0,4,41
19,Male,Tier 1,Mechanical,7.7,0,1,2,7,53
20,Female,Tier 2,Data Science,6.03,220,2,8,7,81
21,Other,Tier 1,Information Technology,8.7,528,4,10,12,86
18,Male,Tier 3,Computer Science,8.79,351,4,0,11,49
21,Other,Tier 1,Information Technology,7.53,467,1,2,12,52
22,Other,Tier 2,Information Technology,7.51,353,0,7,2,100
24,Other,Tier 3,Mechanical,6.67,14,2,7,1,88
20,Female,Tier 2,Electronics,7.17,346,1,6,9,78
21,Male,Tier 3,Computer Science,7.43,136,0,8,12,86
24,Female,Tier 2,Civil,7.25,284,0,0,2,64
25,Other,Tier 3,Information Technology,6.9,446,0,6,7,87
18,Other,Tier 3,AI/ML,7.49,125,1,7,11,49
18,Male,Tier 3,Information Technology,9.32,449,2,6,7,85
22,Other,Tier 2,Civil,5.91,145,2,6,10,59
20,Female,Tier 3,Information Technology,8.27,340,1,4,1,50
24,Other,Tier 2,Mechanical,8.35,103,0,5,3,85
25,Other,Tier 3,AI/ML,6.38,142,0,2,4,56
19,Female,Tier 1,Computer Science,6.41,133,1,5,1,77
22,Male,Tier 3,Data Science,7.23,266,4,1,4,73
25,Female,Tier 3,Civil,7.93,102,1,5,11,96
24,Other,Tier 1,Electronics,5.83,302,3,1,1,69
21,Female,Tier 2,Information Technology,6.25,124,2,7,9,66
18,Other,Tier 2,Mechanical,7.8,154,0,7,7,87
24,Female,Tier 3,Information Technology,7.47,199,0,8,10,90
22,Other,Tier 3,Data Science,6.7,222,1,7,2,70
19,Female,Tier 3,Computer Science,6.09,288,0,5,7,89
20,Other,Tier 3,Mechanical,7.61,332,0,5,4,99
21,Male,Tier 2,Electronics,7.56,251,0,1,6,87
24,Other,Tier 3,Electronics,6.84,140,0,8,4,94
21,Male,Tier 2,Civil,5.94,359,3,5,3,92
20,Other,Tier 3,Data Science,8.23,380,3,0,10,60
21,Female,Tier 2,Mechanical,7.27,260,0,5,3,92
24,Female,Tier 3,Information Technology,6.08,190,3,2,1,75
24,Male,Tier 2,Electronics,6.35,622,1,3,12,94
22,Female,Tier 3,Civil,7.73,375,0,7,5,97
23,Other,Tier 3,Computer Science,6.88,164,2,2,7,100
20,Male,Tier 1,Civil,8.27,467,2,9,7,49
25,Female,Tier 3,AI/ML,7.51,171,2,6,12,90
23,Male,Tier 1,Computer Science,5.76,52,0,10,11,98
22,Other,Tier 3,Data Science,7.04,736,2,6,8,81
19,Other,Tier 3,Data Science,8.2,505,1,6,12,41
19,Male,Tier 3,Computer Science,7.78,324,0,9,12,51
20,Other,Tier 2,AI/ML,8.06,125,0,4,1,45
24,Other,Tier 1,Electronics,7.08,181,0,8,5,82
23,Other,Tier 2,AI/ML,6.49,328,2,10,1,55
20,Other,Tier 3,Civil,7.02,0,1,2,12,79
20,Female,Tier 2,Electronics,6.61,299,2,2,9,53
20,Female,Tier 3,Electronics,5.23,265,4,6,7,41
24,Male,Tier 2,Computer Science,7.52,248,1,5,5,49
24,Male,Tier 3,Computer Science,7.22,103,0,4,10,92
22,Other,Tier 1,Computer Science,8.2,175,0,6,3,62
20,Other,Tier 1,Mechanical,7.67,0,2,4,1,98
20,Female,Tier 3,Data Science,7.05,200,1,4,5,100
22,Female,Tier 3,Data Science,6.65,297,0,1,2,86
22,Other,Tier 3,Data Science,7.79,188,3,6,11,72
24,Male,Tier 3,Data Science,6.87,225,2,6,12,74
20,Other,Tier 3,Data Science,5.81,9,1,3,3,44
25,Female,Tier 1,Computer Science,7.71,255,1,10,4,93
21,Male,Tier 3,Civil,6.21,313,1,4,11,72
18,Other,Tier 2,Electronics,5.41,192,1,0,6,96
25,Male,Tier 1,Civil,6.8,290,3,6,2,98
24,Female,Tier 2,Mechanical,8.37,73,3,8,5,46
18,Female,Tier 3,Information Technology,7.0,170,0,3,5,42
21,Female,Tier 3,Electronics,6.8,435,0,7,9,71
20,Male,Tier 3,Data Science,6.59,143,0,2,6,72
24,Female,Tier 2,Mechanical,8.03,413,0,6,4,79
22,Other,Tier 2,Data Science,6.68,324,1,7,12,90
21,Male,Tier 1,Computer Science,7.05,40,1,3,3,67
22,Other,Tier 3,AI/ML,6.75,131,0,6,8,43
23,Female,Tier 3,Information Technology,6.47,297,1,5,1,51
25,Female,Tier 3,Computer Science,5.81,273,1,4,8,63
20,Female,Tier 2,Data Science,8.39,392,1,9,9,78
19,Male,Tier 1,Information Technology,7.5,276,2,0,10,98
22,Other,Tier 2,Data Science,7.74,0,0,2,1,48
23,Female,Tier 3,Computer Science,7.89,337,3,1,8,66
22,Male,Tier 3,Computer Science,8.2,459,2,3,12,92
25,Other,Tier 2,Data Science,6.64,230,1,9,5,53
25,Other,Tier 3,Civil,6.88,448,1,3,5,85
21,Female,Tier 1,AI/ML,5.78,282,3,4,3,57
23,Other,Tier 3,Electronics,7.11,236,1,8,5,86
18,Female,Tier 2,Electronics,9.06,283,0,0,9,82
25,Male,Tier 2,AI/ML,6.86,394,2,6,3,68
25,Male,Tier 2,Data Science,7.87,479,3,3,10,71
24,Other,Tier 3,Computer Science,7.59,437,0,6,4,69
19,Female,Tier 2,Computer Science,7.58,434,3,10,1,48
18,Male,Tier 2,Data Science,8.11,330,1,1,4,48
20,Male,Tier 1,Information Technology,7.72,124,1,8,2,41
24,Male,Tier 1,AI/ML,6.59,236,0,6,7,49
25,Male,Tier 3,AI/ML,6.47,533,0,4,6,44
20,Female,Tier 2,Civil,7.56,296,0,6,3,97
23,Female,Tier 3,Information Technology,6.8,84,2,0,3,89
19,Male,Tier 3,Information Technology,7.39,325,1,1,6,48
25,Other,Tier 3,Civil,8.56,496,2,5,3,91
21,Female,Tier 1,Information Technology,5.12,332,1,9,12,91
18,Female,Tier 3,AI/ML,5.51,179,3,0,6,63
21,Male,Tier 3,Computer Science,7.23,0,2,1,12,85
19,Other,Tier 3,Mechanical,6.34,245,3,2,1,49
24,Male,Tier 3,Mechanical,7.79,0,2,8,12,100
22,Male,Tier 1,Information Technology,7.22,39,0,2,9,50
22,Other,Tier 2,AI/ML,6.62,177,1,1,9,64
24,Male,Tier 3,Civil,9.37,36,2,1,12,69
23,Other,Tier 2,Electronics,6.88,132,0,1,6,78
19,Male,Tier 3,Data Science,8.06,37,3,3,9,52
25,Male,Tier 1,Computer Science,8.16,327,3,0,6,88
23,Male,Tier 3,Computer Science,7.4,364,1,8,2,72
22,Male,Tier 1,Mechanical,6.78,355,0,10,2,100
25,Male,Tier 2,Electronics,6.46,277,2,6,1,97
20,Other,Tier 3,Mechanical,7.41,469,0,0,3,89
23,Male,Tier 3,AI/ML,7.95,291,0,9,6,62
22,Female,Tier 3,AI/ML,6.57,278,3,9,8,42
25,Female,Tier 2,Civil,7.77,144,4,5,2,83
18,Other,Tier 3,Information Technology,7.31,195,3,0,3,94
19,Male,Tier 2,Mechanical,7.83,145,2,5,8,69
24,Female,Tier 1,Electronics,6.98,378,0,5,10,71
20,Female,Tier 1,AI/ML,6.1,463,1,0,10,89
18,Male,Tier 3,Data Science,6.17,339,2,4,5,80
19,Female,Tier 3,Mechanical,5.7,133,3,8,4,82
22,Male,Tier 1,Mechanical,7.44,205,1,8,12,90
21,Male,Tier 3,Civil,8.35,133,2,5,11,92
23,Male,Tier 3,Information Technology,6.83,213,1,8,12,40
21,Other,Tier 3,Mechanical,6.59,229,2,2,10,64
23,Female,Tier 1,Electronics,6.1,117,1,1,12,71
23,Male,Tier 3,Mechanical,6.96,250,1,2,9,78
22,Other,Tier 3,Data Science,6.81,241,0,1,2,45
25,Other,Tier 3,Computer Science,7.82,495,2,6,4,54
19,Female,Tier 3,Mechanical,4.57,308,1,10,12,90
22,Other,Tier 2,Data Science,7.14,419,3,6,11,55
23,Other,Tier 3,Civil,6.98,328,1,2,10,67
18,Other,Tier 2,Information Technology,7.21,321,1,2,7,97
20,Other,Tier 1,Civil,7.99,205,2,10,5,93
24,Male,Tier 3,Civil,5.66,225,0,9,12,74
20,Male,Tier 3,AI/ML,7.69,248,1,8,4,86
18,Other,Tier 3,Data Science,7.48,173,0,7,10,47
19,Female,Tier 3,Data Science,7.56,602,0,1,8,90
21,Other,Tier 2,Electronics,7.6,289,2,7,3,51
19,Female,Tier 3,Mechanical,6.7,414,4,9,9,40
18,Other,Tier 2,AI/ML,7.44,86,0,5,2,97
20,Female,Tier 2,AI/ML,6.57,324,4,5,12,75
21,Female,Tier 1,Information Technology,6.94,169,3,4,7,46
24,Other,Tier 3,Data Science,7.76,528,1,1,10,64
25,Male,Tier 3,Civil,4.81,376,1,6,5,78
24,Male,Tier 2,Computer Science,7.72,530,0,5,6,49
23,Male,Tier 2,Data Science,5.63,453,1,3,9,44
19,Other,Tier 2,Civil,6.02,465,3,10,2,76
18,Female,Tier 2,Electronics,5.36,383,1,1,8,50
18,Other,Tier 3,Civil,5.66,274,4,7,5,48
18,Male,Tier 2,Data Science,8.28,281,3,4,5,60
25,Other,Tier 1,Electronics,8.24,124,2,7,8,94
18,Male,Tier 1,Electronics,8.2,206,3,6,4,50
22,Male,Tier 1,Electronics,7.69,293,0,5,12,79
19,Male,Tier 2,AI/ML,7.07,171,2,6,11,68
25,Female,Tier 2,Information Technology,7.1,160,1,1,5,89
21,Other,Tier 1,Mechanical,9.29,23,0,0,11,53
21,Other,Tier 3,Civil,7.4,181,3,4,12,69
24,Female,Tier 3,Civil,7.71,185,0,6,4,44
20,Female,Tier 3,Information Technology,5.67,91,0,0,8,51
22,Male,Tier 3,Computer Science,6.78,45,1,3,3,65
22,Female,Tier 1,Information Technology,5.6,155,1,6,4,58
24,Male,Tier 3,Information Technology,7.24,0,0,1,4,47
19,Female,Tier 2,Civil,8.21,80,2,6,7,65
21,Female,Tier 3,Information Technology,7.18,233,2,0,2,51
19,Male,Tier 1,Mechanical,8.24,160,0,0,11,70
20,Other,Tier 3,Computer Science,7.88,76,2,7,10,40
22,Male,Tier 2,AI/ML,6.55,0,2,1,2,59
25,Female,Tier 2,Computer Science,8.14,278,3,4,12,61
20,Female,Tier 3,Information Technology,7.23,242,4,5,8,41
21,Female,Tier 3,Electronics,5.16,257,3,10,9,97
23,Female,Tier 3,Electronics,7.92,284,1,0,10,73
22,Male,Tier 3,Mechanical,7.51,126,3,2,8,83
22,Female,Tier 2,Data Science,9.3,171,1,7,1,53
24,Female,Tier 3,Computer Science,5.46,168,0,2,6,96
20,Other,Tier 1,Civil,7.85,0,3,4,4,42
19,Female,Tier 3,Civil,7.36,276,1,9,7,83
21,Female,Tier 2,Electronics,6.8,147,2,10,8,74
23,Other,Tier 3,Information Technology,7.71,372,1,5,7,69
24,Male,Tier 3,Civil,5.84,114,3,3,10,72
18,Female,Tier 1,Information Technology,7.69,410,0,8,8,93
23,Other,Tier 1,Electronics,8.05,232,2,5,1,47
20,Male,Tier 3,Information Technology,6.53,240,3,4,11,59
18,Male,Tier 3,Computer Science,7.81,289,1,3,4,46
19,Female,Tier 2,AI/ML,8.57,87,3,8,5,92
20,Male,Tier 3,Information Technology,6.07,302,0,8,12,84
25,Female,Tier 3,Mechanical,5.42,0,1,1,8,66
24,Male,Tier 3,Computer Science,7.9,426,2,10,10,68
22,Male,Tier 3,Electronics,5.84,283,1,8,4,62
23,Other,Tier 3,Electronics,6.44,118,1,2,5,90
20,Other,Tier 3,Civil,6.71,175,2,8,5,48
19,Male,Tier 1,Information Technology,7.49,76,0,1,11,46
19,Male,Tier 3,Mechanical,8.39,527,2,6,2,43
18,Male,Tier 2,Information Technology,6.04,377,1,2,11,76
21,Male,Tier 3,Mechanical,7.52,442,3,3,2,77
18,Female,Tier 3,Civil,7.71,180,1,1,6,51
23,Female,Tier 3,Civil,6.01,292,3,1,8,67
19,Male,Tier 2,Computer Science,5.61,313,2,5,1,54
22,Male,Tier 2,AI/ML,7.6,106,3,9,9,59
22,Other,Tier 1,Electronics,8.88,129,1,3,6,96
18,Male,Tier 2,Data Science,6.24,47,3,9,12,93
25,Male,Tier 2,Computer Science,7.58,353,0,7,9,54
18,Male,Tier 1,Data Science,6.01,408,3,8,10,95
24,Other,Tier 1,Information Technology,6.29,187,1,2,2,68
18,Male,Tier 2,Civil,6.71,411,0,6,12,88
20,Female,Tier 1,Computer Science,8.34,41,1,9,11,96
19,Other,Tier 1,Electronics,7.37,391,3,3,8,85
21,Other,Tier 3,Electronics,6.56,282,2,8,2,43
21,Male,Tier 3,Civil,6.16,541,0,8,4,47
25,Male,Tier 1,Data Science,7.78,234,0,4,10,64
25,Male,Tier 3,Mechanical,8.59,375,1,3,4,64
18,Other,Tier 3,Computer Science,6.9,99,3,5,5,91
18,Male,Tier 3,Information Technology,6.13,507,3,4,9,69
